;;;
Informações de Saúde;;;
DATASUS  Tecnologia da Informação a Serviço do SUS;;;
Ajuda;;;
Notas Técnicas;;;
DATASUS;;;
Taxa de desemprego - Brasil;;;
Taxa de desemprego 16a e+ segundo Município;;;
Período: 2000;;;
Município;Taxa de desemprego 16a e+;;
Fonte: IBGE - Censos Demográficos;;;
Notas:;;;
;;;
1. Taxa de desemprego: Percentual da população de 16 anos e mais, economicamente ativa, desocupada.;;;
;;;
Consulte o sítio da Secretaria Estadual de Saúde e do IBGE para mais informações.;;;
;;;
431930 SAO PAULO DAS MISSOES;5,15;;
431935 SAO PEDRO DA SERRA;2,27;;
431937 SAO PEDRO DO BUTIA;3;;
431940 SAO PEDRO DO SUL;8,66;;
431950 SAO SEBASTIAO DO CAI;11,17;;
431960 SAO SEPE;14,08;;
431970 SAO VALENTIM;4,32;;
431971 SAO VALENTIM DO SUL;3,79;;
431973 SAO VALERIO DO SUL;2,02;;
431975 SAO VENDELINO;4,19;;
431980 SAO VICENTE DO SUL;14,58;;
431990 SAPIRANGA;5,32;;
432000 SAPUCAIA DO SUL;17,06;;
432010 SARANDI;7,55;;
432020 SEBERI;5,22;;
432023 SEDE NOVA;8,71;;
432026 SEGREDO;2,86;;
432030 SELBACH;5,88;;
432032 SENADOR SALGADO FILHO;1,76;;
432035 SENTINELA DO SUL;9,03;;
432040 SERAFINA CORREA;6,86;;
432045 SERIO;0,79;;
432050 SERTAO;7,34;;
432055 SERTAO SANTANA;3,57;;
432057 SETE DE SETEMBRO;3,58;;
432060 SEVERIANO DE ALMEIDA;1,79;;
432065 SILVEIRA MARTINS;1,78;;
432067 SINIMBU;2,67;;
432070 SOBRADINHO;10,2;;
432080 SOLEDADE;12,56;;
432085 TABAI;5,8;;
432090 TAPEJARA;6,48;;
432100 TAPERA;13,44;;
432110 TAPES;13,81;;
432120 TAQUARA;10,52;;
432130 TAQUARI;10,43;;
432132 TAQUARUCU DO SUL;2,25;;
432135 TAVARES;4,92;;
432140 TENENTE PORTELA;6,09;;
432143 TERRA DE AREIA;9,05;;
432145 TEUTONIA;3,87;;
432147 TIRADENTES DO SUL;1,64;;
432149 TOROPI;0,77;;
432150 TORRES;12,37;;
432160 TRAMANDAI;15,99;;
432162 TRAVESSEIRO;0,87;;
432163 TRES ARROIOS;2,06;;
432166 TRES CACHOEIRAS;7,69;;
432170 TRES COROAS;4,2;;
432180 TRES DE MAIO;6,77;;
432183 TRES FORQUILHAS;2,21;;
432185 TRES PALMEIRAS;4,22;;
432190 TRES PASSOS;7,52;;
432195 TRINDADE DO SUL;4,85;;
432200 TRIUNFO;11,84;;
432210 TUCUNDUVA;6,37;;
432215 TUNAS;0,83;;
432218 TUPANCI DO SUL;3,16;;
432220 TUPANCIRETA;12,33;;
432230 TUPARENDI;4,67;;
432232 TURUCU;5,63;;
432234 UBIRETAMA;0,59;;
432235 UNIAO DA SERRA;3,97;;
432237 UNISTALDA;10,35;;
432240 URUGUAIANA;16,22;;
432250 VACARIA;9,81;;
432252 VALE VERDE;1,14;;
432253 VALE DO SOL;1,41;;
432254 VALE REAL;4,65;;
432255 VANINI;2,22;;
432260 VENANCIO AIRES;5,78;;
432270 VERA CRUZ;7,2;;
432280 VERANOPOLIS;6,62;;
432285 VESPASIANO CORREA;0,46;;
432290 VIADUTOS;2,59;;
432300 VIAMAO;17,16;;
432310 VICENTE DUTRA;1,66;;
432320 VICTOR GRAEFF;2,56;;
432330 VILA FLORES;1,87;;
432335 VILA LANGARO;6,75;;
432340 VILA MARIA;2,7;;
432345 VILA NOVA DO SUL;14,89;;
432350 VISTA ALEGRE;5,65;;
432360 VISTA ALEGRE DO PRATA;2;;
432370 VISTA GAUCHA;1,25;;
432375 VITORIA DAS MISSOES;2,79;;
432380 XANGRI-LA;17,63;;
500020 AGUA CLARA;6,2;;
500025 ALCINOPOLIS;8,77;;
500060 AMAMBAI;9,87;;
500070 ANASTACIO;13,71;;
500080 ANAURILANDIA;11,46;;
500085 ANGELICA;13,29;;
500090 ANTONIO JOAO;12,72;;
500100 APARECIDA DO TABOADO;17,33;;
500110 AQUIDAUANA;16,6;;
500124 ARAL MOREIRA;12,17;;
500150 BANDEIRANTES;11,7;;
500190 BATAGUASSU;12,64;;
500200 BATAYPORA;12,48;;
500210 BELA VISTA;11,57;;
500215 BODOQUENA;13,57;;
500220 BONITO;9,2;;
500230 BRASILANDIA;4,05;;
500240 CAARAPO;14,19;;
500260 CAMAPUA;11,55;;
500270 CAMPO GRANDE;14,19;;
500280 CARACOL;13,9;;
500290 CASSILANDIA;11,79;;
500295 CHAPADAO DO SUL;6,35;;
500310 CORGUINHO;7,19;;
500315 CORONEL SAPUCAIA;9,68;;
500320 CORUMBA;18,69;;
500325 COSTA RICA;8,56;;
500330 COXIM;13,77;;
500345 DEODAPOLIS;10,14;;
500348 DOIS IRMAOS DO BURITI;7,24;;
500350 DOURADINA;12,62;;
500370 DOURADOS;13,97;;
500375 ELDORADO;8,26;;
500380 FATIMA DO SUL;12,4;;
500400 GLORIA DE DOURADOS;11,89;;
500410 GUIA LOPES DA LAGUNA;19,29;;
500430 IGUATEMI;7,12;;
500440 INOCENCIA;7,86;;
500450 ITAPORA;11,57;;
500460 ITAQUIRAI;5,7;;
500470 IVINHEMA;8,19;;
500480 JAPORA;1,59;;
500490 JARAGUARI;4,17;;
500500 JARDIM;10,02;;
500510 JATEI;11,17;;
500515 JUTI;16,75;;
500520 LADARIO;17,58;;
500525 LAGUNA CARAPA;8,47;;
500540 MARACAJU;11,54;;
500560 MIRANDA;15,28;;
500568 MUNDO NOVO;10,9;;
500570 NAVIRAI;12,96;;
500580 NIOAQUE;5,67;;
500600 NOVA ALVORADA DO SUL;10,06;;
500620 NOVA ANDRADINA;11,24;;
500625 NOVO HORIZONTE DO SUL;5,27;;
500630 PARANAIBA;10,33;;
500635 PARANHOS;6,42;;
500640 PEDRO GOMES;12,82;;
500660 PONTA PORA;12,67;;
500690 PORTO MURTINHO;9,05;;
500710 RIBAS DO RIO PARDO;7,49;;
500720 RIO BRILHANTE;12,43;;
500730 RIO NEGRO;11,72;;
500740 RIO VERDE DE MATO GROSSO;9,55;;
500750 ROCHEDO;8,07;;
500755 SANTA RITA DO PARDO;7,77;;
500769 SAO GABRIEL DO OESTE;9,69;;
500770 SETE QUEDAS;6,84;;
500780 SELVIRIA;19,07;;
500790 SIDROLANDIA;8,23;;
500793 SONORA;12;;
500795 TACURU;7,03;;
500797 TAQUARUSSU;7,18;;
500800 TERENOS;8,7;;
500830 TRES LAGOAS;13,69;;
500840 VICENTINA;13,29;;
510010 ACORIZAL;14,97;;
510020 AGUA BOA;8,88;;
510025 ALTA FLORESTA;7,28;;
510030 ALTO ARAGUAIA;12,91;;
510035 ALTO BOA VISTA;4,98;;
510040 ALTO GARCAS;10,09;;
510050 ALTO PARAGUAI;11,01;;
510060 ALTO TAQUARI;8,18;;
510080 APIACAS;4,9;;
510100 ARAGUAIANA;8,51;;
510120 ARAGUAINHA;14;;
510125 ARAPUTANGA;12,23;;
510130 ARENAPOLIS;14,82;;
510140 ARIPUANA;4,79;;
510160 BARAO DE MELGACO;5,24;;
510170 BARRA DO BUGRES;11,95;;
510180 BARRA DO GARCAS;14,51;;
510190 BRASNORTE;5,68;;
510250 CACERES;13,18;;
510260 CAMPINAPOLIS;14,31;;
510263 CAMPO NOVO DO PARECIS;7,24;;
510267 CAMPO VERDE;9,36;;
510268 CAMPOS DE JULIO;3,16;;
510269 CANABRAVA DO NORTE;8,49;;
510270 CANARANA;10,26;;
510279 CARLINDA;2,75;;
510285 CASTANHEIRA;1,99;;
510300 CHAPADA DOS GUIMARAES;13,21;;
510305 CLAUDIA;6,2;;
510310 COCALINHO;2,74;;
510320 COLIDER;6,82;;
510330 COMODORO;8,54;;
510335 CONFRESA;5,78;;
510337 COTRIGUACU;4,23;;
510340 CUIABA;15,47;;
510345 DENISE;10,33;;
510350 DIAMANTINO;15,61;;
510360 DOM AQUINO;13,9;;
510370 FELIZ NATAL;3,71;;
510380 FIGUEIROPOLIS D'OESTE;2,05;;
510385 GAUCHA DO NORTE;5,75;;
510390 GENERAL CARNEIRO;17,23;;
510395 GLORIA D'OESTE;7,41;;
510410 GUARANTA DO NORTE;7,87;;
510420 GUIRATINGA;15,93;;
510450 INDIAVAI;16,06;;
510455 ITAUBA;9,23;;
510460 ITIQUIRA;13,62;;
510480 JACIARA;15,18;;
510490 JANGADA;7,51;;
510500 JAURU;8,68;;
510510 JUARA;5,96;;
510515 JUINA;4,76;;
510517 JURUENA;7,62;;
510520 JUSCIMEIRA;10,7;;
510523 LAMBARI D'OESTE;7,91;;
510525 LUCAS DO RIO VERDE;3,89;;
510530 LUCIARA;3,15;;
510550 VILA BELA DA SANTISSIMA TRINDADE;12,21;;
510558 MARCELANDIA;1,94;;
510560 MATUPA;9,61;;
510562 MIRASSOL D'OESTE;11,71;;
510590 NOBRES;15,25;;
510600 NORTELANDIA;15,99;;
510610 NOSSA SENHORA DO LIVRAMENTO;12,12;;
510615 NOVA BANDEIRANTES;4,01;;
510618 NOVA LACERDA;3,81;;
510620 NOVA BRASILANDIA;12,18;;
510621 NOVA CANAA DO NORTE;3,08;;
510622 NOVA MUTUM;5,71;;
510623 NOVA OLIMPIA;10,46;;
510624 NOVA UBIRATA;1,38;;
510625 NOVA XAVANTINA;12,8;;
510626 NOVO MUNDO;6,99;;
510627 NOVO HORIZONTE DO NORTE;5,03;;
510628 NOVO SAO JOAQUIM;9,54;;
510629 PARANAITA;3,92;;
510630 PARANATINGA;9,4;;
510637 PEDRA PRETA;11,8;;
510642 PEIXOTO DE AZEVEDO;14,81;;
510645 PLANALTO DA SERRA;10,54;;
510650 POCONE;16,41;;
510665 PONTAL DO ARAGUAIA;12,38;;
510670 PONTE BRANCA;16,97;;
510675 PONTES E LACERDA;8,14;;
510677 PORTO ALEGRE DO NORTE;7,89;;
510680 PORTO DOS GAUCHOS;5,08;;
510682 PORTO ESPERIDIAO;5,94;;
510685 PORTO ESTRELA;6,15;;
510700 POXOREO;10,16;;
510704 PRIMAVERA DO LESTE;7,77;;
510706 QUERENCIA;4,56;;
510710 SAO JOSE DOS QUATRO MARCOS;10,92;;
510715 RESERVA DO CABACAL;10,47;;
510718 RIBEIRAO CASCALHEIRA;7,91;;
510719 RIBEIRAOZINHO;9,3;;
510720 RIO BRANCO;13,91;;
510724 SANTA CARMEM;3,05;;
510726 SANTO AFONSO;15,18;;
510729 SAO JOSE DO POVO;9,29;;
510730 SAO JOSE DO RIO CLARO;6,9;;
510735 SAO JOSE DO XINGU;4,81;;
510740 SAO PEDRO DA CIPA;14,32;;
510760 RONDONOPOLIS;14,3;;
510770 ROSARIO OESTE;12,36;;
510775 SALTO DO CEU;15,72;;
510777 SANTA TEREZINHA;11,37;;
510780 SANTO ANTONIO DO LEVERGER;18,24;;
510785 SAO FELIX DO ARAGUAIA;13,75;;
510787 SAPEZAL;5,39;;
510790 SINOP;7,47;;
510792 SORRISO;8,01;;
510794 TABAPORA;8,53;;
510795 TANGARA DA SERRA;10,66;;
510800 TAPURAH;7,13;;
510805 TERRA NOVA DO NORTE;7,04;;
510810 TESOURO;7,91;;
510820 TORIXOREU;11,96;;
510830 UNIAO DO SUL;3,59;;
510840 VARZEA GRANDE;14,84;;
510850 VERA;8,16;;
510860 VILA RICA;7,94;;
510880 NOVA GUARITA;8,07;;
510885 NOVA MARILANDIA;13,15;;
510890 NOVA MARINGA;3,34;;
510895 NOVA MONTE VERDE;2,51;;
520005 ABADIA DE GOIAS;14,74;;
520010 ABADIANIA;10,06;;
520013 ACREUNA;7,98;;
520015 ADELANDIA;15,22;;
520017 AGUA FRIA DE GOIAS;15,84;;
520020 AGUA LIMPA;7,81;;
520025 AGUAS LINDAS DE GOIAS;16,78;;
520030 ALEXANIA;14,19;;
520050 ALOANDIA;6,55;;
520055 ALTO HORIZONTE;6,05;;
520060 ALTO PARAISO DE GOIAS;8,41;;
520080 ALVORADA DO NORTE;19,05;;
520082 AMARALINA;10,86;;
520085 AMERICANO DO BRASIL;7,96;;
520090 AMORINOPOLIS;11,28;;
520110 ANAPOLIS;12,59;;
520120 ANHANGUERA;12,48;;
520130 ANICUNS;6,6;;
520140 APARECIDA DE GOIANIA;12,23;;
520145 APARECIDA DO RIO DOCE;8,57;;
520150 APORE;10,75;;
520160 ARACU;12,31;;
520170 ARAGARCAS;16,26;;
520180 ARAGOIANIA;8,83;;
520215 ARAGUAPAZ;14,72;;
520235 ARENOPOLIS;6,42;;
520250 ARUANA;16,23;;
520260 AURILANDIA;13,41;;
520280 AVELINOPOLIS;10,88;;
520310 BALIZA;7,98;;
520320 BARRO ALTO;12,39;;
520330 BELA VISTA DE GOIAS;8,44;;
520340 BOM JARDIM DE GOIAS;9,14;;
520350 BOM JESUS DE GOIAS;9,18;;
520355 BONFINOPOLIS;9,9;;
520357 BONOPOLIS;10,34;;
520360 BRAZABRANTES;4,96;;
520380 BRITANIA;8,18;;
520390 BURITI ALEGRE;6,96;;
520393 BURITI DE GOIAS;11,05;;
520396 BURITINOPOLIS;23,88;;
520400 CABECEIRAS;17,87;;
520410 CACHOEIRA ALTA;7,98;;
520420 CACHOEIRA DE GOIAS;13,9;;
520425 CACHOEIRA DOURADA;18,22;;
520430 CACU;7,28;;
520440 CAIAPONIA;11,61;;
520450 CALDAS NOVAS;10,81;;
520455 CALDAZINHA;4,97;;
520460 CAMPESTRE DE GOIAS;9,45;;
520465 CAMPINACU;15,67;;
520470 CAMPINORTE;10,12;;
520480 CAMPO ALEGRE DE GOIAS;4,1;;
520490 CAMPOS BELOS;14,22;;
520495 CAMPOS VERDES;20,37;;
520500 CARMO DO RIO VERDE;8,32;;
520505 CASTELANDIA;11,18;;
520510 CATALAO;10,57;;
520520 CATURAI;13,02;;
520530 CAVALCANTE;11,52;;
520540 CERES;9,14;;
520545 CEZARINA;11,83;;
520547 CHAPADAO DO CEU;1,63;;
520549 CIDADE OCIDENTAL;19,08;;
520551 COCALZINHO DE GOIAS;14,82;;
520552 COLINAS DO SUL;21,71;;
520570 CORREGO DO OURO;4,79;;
520580 CORUMBA DE GOIAS;11,04;;
520590 CORUMBAIBA;5,74;;
520620 CRISTALINA;12,49;;
520630 CRISTIANOPOLIS;9,45;;
520640 CRIXAS;16,14;;
520650 CROMINIA;6,97;;
520660 CUMARI;8,07;;
520670 DAMIANOPOLIS;3,78;;
520680 DAMOLANDIA;7,66;;
520690 DAVINOPOLIS;9,11;;
520710 DIORAMA;12,26;;
520725 DOVERLANDIA;10,9;;
520735 EDEALINA;10,72;;
520740 EDEIA;11,57;;
520750 ESTRELA DO NORTE;12,13;;
520753 FAINA;14,11;;
520760 FAZENDA NOVA;7,73;;
520780 FIRMINOPOLIS;13,14;;
520790 FLORES DE GOIAS;17,86;;
520800 FORMOSA;16,2;;
520810 FORMOSO;12,35;;
520830 DIVINOPOLIS DE GOIAS;7;;
520840 GOIANAPOLIS;9,24;;
520850 GOIANDIRA;11,96;;
520860 GOIANESIA;9,6;;
520870 GOIANIA;11,28;;
520880 GOIANIRA;13,23;;
520890 GOIAS;7,72;;
520910 GOIATUBA;6,97;;
520915 GOUVELANDIA;10,19;;
520920 GUAPO;10,99;;
520929 GUARAITA;6,42;;
520940 GUARANI DE GOIAS;10,04;;
520945 GUARINOS;11,57;;
520960 HEITORAI;9,93;;
520970 HIDROLANDIA;8,59;;
520980 HIDROLINA;4,95;;
520990 IACIARA;17,73;;
520993 INACIOLANDIA;8,65;;
520995 INDIARA;9,87;;
521000 INHUMAS;8,83;;
521010 IPAMERI;9,1;;
521020 IPORA;10,83;;
521030 ISRAELANDIA;11,01;;
521040 ITABERAI;8,58;;
521056 ITAGUARI;9,68;;
521060 ITAGUARU;13,9;;
521080 ITAJA;10,95;;
521090 ITAPACI;9,16;;
521100 ITAPIRAPUA;10,97;;
521120 ITAPURANGA;5,27;;
521130 ITARUMA;6,12;;
521140 ITAUCU;10,04;;
521150 ITUMBIARA;11,06;;
521160 IVOLANDIA;8,66;;
521170 JANDAIA;6,61;;
521180 JARAGUA;5,74;;
521190 JATAI;8;;
521200 JAUPACI;21,65;;
521205 JESUPOLIS;6,62;;
521210 JOVIANIA;10,07;;
521220 JUSSARA;10,69;;
521230 LEOPOLDO DE BULHOES;7,03;;
521250 LUZIANIA;17,8;;
521260 MAIRIPOTABA;9,63;;
521270 MAMBAI;13,05;;
521280 MARA ROSA;12,48;;
521290 MARZAGAO;4,06;;
521295 MATRINCHA;14,21;;
521300 MAURILANDIA;7,51;;
521305 MIMOSO DE GOIAS;17,84;;
521308 MINACU;20,06;;
521310 MINEIROS;10,7;;
521340 MOIPORA;3,62;;
521350 MONTE ALEGRE DE GOIAS;15,04;;
521370 MONTES CLAROS DE GOIAS;11,09;;
521375 MONTIVIDIU;9,77;;
521377 MONTIVIDIU DO NORTE;16,44;;
521380 MORRINHOS;8,48;;
521385 MORRO AGUDO DE GOIAS;12,38;;
521390 MOSSAMEDES;10,08;;
521400 MOZARLANDIA;10,55;;
521405 MUNDO NOVO;10,84;;
521410 MUTUNOPOLIS;8,94;;
521440 NAZARIO;15,33;;
521450 NEROPOLIS;10,57;;
521460 NIQUELANDIA;12,29;;
521470 NOVA AMERICA;3,71;;
521480 NOVA AURORA;4,78;;
521483 NOVA CRIXAS;12,1;;
521486 NOVA GLORIA;11,67;;
521487 NOVA IGUACU DE GOIAS;7,4;;
521490 NOVA ROMA;4,9;;
521500 NOVA VENEZA;10,46;;
521520 NOVO BRASIL;9,86;;
521523 NOVO GAMA;21,03;;
521525 NOVO PLANALTO;6,15;;
521530 ORIZONA;6,55;;
521540 OURO VERDE DE GOIAS;9,69;;
521550 OUVIDOR;11,01;;
521560 PADRE BERNARDO;19,69;;
521565 PALESTINA DE GOIAS;4,91;;
521570 PALMEIRAS DE GOIAS;9,69;;
521580 PALMELO;11,06;;
521590 PALMINOPOLIS;5,09;;
521600 PANAMA;10,06;;
521630 PARANAIGUARA;22,98;;
521640 PARAUNA;9;;
521645 PEROLANDIA;10,05;;
521680 PETROLINA DE GOIAS;7,34;;
521690 PILAR DE GOIAS;4,52;;
521710 PIRACANJUBA;9,02;;
521720 PIRANHAS;13,98;;
521730 PIRENOPOLIS;8,48;;
521740 PIRES DO RIO;9,92;;
521760 PLANALTINA;21,27;;
521770 PONTALINA;7,89;;
521800 PORANGATU;11,84;;
521805 PORTEIRAO;11,72;;
521810 PORTELANDIA;8,72;;
521830 POSSE;12,53;;
521839 PROFESSOR JAMIL;13,58;;
521850 QUIRINOPOLIS;10,29;;
521860 RIALMA;10,64;;
521870 RIANAPOLIS;10,13;;
521878 RIO QUENTE;7,25;;
521880 RIO VERDE;9,01;;
521890 RUBIATABA;7,79;;
521900 SANCLERLANDIA;10,87;;
521910 SANTA BARBARA DE GOIAS;4,7;;
521920 SANTA CRUZ DE GOIAS;4,47;;
521925 SANTA FE DE GOIAS;8,94;;
521930 SANTA HELENA DE GOIAS;9,33;;
521935 SANTA ISABEL;7,5;;
521940 SANTA RITA DO ARAGUAIA;17,96;;
521945 SANTA RITA DO NOVO DESTINO;12,07;;
521950 SANTA ROSA DE GOIAS;5,56;;
521960 SANTA TEREZA DE GOIAS;16,47;;
521970 SANTA TEREZINHA DE GOIAS;10,73;;
521971 SANTO ANTONIO DA BARRA;4,9;;
521973 SANTO ANTONIO DE GOIAS;14,55;;
521975 SANTO ANTONIO DO DESCOBERTO;21,52;;
521980 SAO DOMINGOS;17,71;;
521990 SAO FRANCISCO DE GOIAS;9,22;;
522000 SAO JOAO D'ALIANCA;18,08;;
522005 SAO JOAO DA PARAUNA;12,68;;
522010 SAO LUIS DE MONTES BELOS;12,35;;
522015 SAO LUIZ DO NORTE;11,85;;
522020 SAO MIGUEL DO ARAGUAIA;12,16;;
522026 SAO MIGUEL DO PASSA QUATRO;3,62;;
522028 SAO PATRICIO;2,88;;
522040 SAO SIMAO;21,44;;
522045 SENADOR CANEDO;16,92;;
522050 SERRANOPOLIS;8,02;;
522060 SILVANIA;8,7;;
522068 SIMOLANDIA;23,35;;
522070 SITIO D'ABADIA;7;;
522100 TAQUARAL DE GOIAS;7,16;;
522108 TERESINA DE GOIAS;16,55;;
522119 TEREZOPOLIS DE GOIAS;12,63;;
522130 TRES RANCHOS;17,28;;
522140 TRINDADE;15,04;;
522145 TROMBAS;10,06;;
522150 TURVANIA;11,28;;
522155 TURVELANDIA;11,88;;
522157 UIRAPURU;8,56;;
522160 URUACU;15,16;;
522170 URUANA;6,31;;
522180 URUTAI;3,97;;
522185 VALPARAISO DE GOIAS;19,48;;
522190 VARJAO;7,66;;
522200 VIANOPOLIS;9,39;;
522205 VICENTINOPOLIS;7,91;;
522220 VILA BOA;14,78;;
522230 VILA PROPICIO;9;;
530010 BRASILIA;16,63;;
;;;
;;;
;;;
Copia como .CSV;Copia para TabWin;Mostra como mapa;Mostra como gráfico
;;;
;;;
Voltar;;;
